transaction_id,date,gross_sales,units_sold,manufacturing_cost,freight_cost,marketing_cost,cogs,net_sales,profit_loss,profit_margin,fiscal_year,month,quarter,year
1048,2022-02-17,6585.68,56,1971.16,472.75,389.1,2833.01,3752.67,2902.77,44.08,FY21-22,2,1,2022
1049,2022-02-18,5515.43,122,2599.76,273.63,503.95,3377.34,2138.09,1124.89,20.4,FY21-22,2,1,2022
1050,2022-02-19,2355.44,85,1766.02,400.27,610.02,2776.31,-420.87,-1253.76,-53.23,FY21-22,2,1,2022
1051,2022-02-20,5486.13,81,764.15,212.17,300.71,1277.03,4209.1,3825.99,69.74,FY21-22,2,1,2022
1052,2022-02-21,4422.38,98,1368.91,396.2,498.3,2263.41,2158.97,1479.95,33.47,FY21-22,2,1,2022
1053,2022-02-22,3984.62,55,649.9,323.26,265.16,1238.32,2746.3,2374.8,59.6,FY21-22,2,1,2022
1054,2022-02-23,5917.51,42,1764.15,278.02,653.89,2696.06,3221.45,2412.63,40.77,FY21-22,2,1,2022
1055,2022-02-24,6546.5,10,1872.7,42.61,536.35,2451.66,4094.84,3359.34,51.32,FY21-22,2,1,2022
1056,2022-02-25,6396.92,156,1057.04,274.56,298.08,1629.68,4767.24,4278.34,66.88,FY21-22,2,1,2022
1057,2022-02-26,3741.17,40,1172.18,321.35,297.09,1790.62,1950.55,1413.36,37.78,FY21-22,2,1,2022
1058,2022-02-27,4536.18,151,1574.38,382.87,558.11,2515.36,2020.82,1266.21,27.91,FY21-22,2,1,2022
1059,2022-02-28,5496.9,62,900.95,456.09,706.22,2063.26,3433.64,2814.66,51.2,FY21-22,2,1,2022
1060,2022-03-01,6463.32,57,863.42,503.5,335.48,1702.4,4760.92,4250.2,65.76,FY21-22,3,1,2022
1061,2022-03-02,4281.24,78,2119.32,424.63,617.99,3161.94,1119.3,170.72,3.99,FY21-22,3,1,2022
1062,2022-03-03,4721.51,114,1557.36,243.79,418.66,2219.81,2501.7,1835.76,38.88,FY21-22,3,1,2022
1063,2022-03-04,3340.5,99,1220.95,269.52,623.48,2113.95,1226.55,592.36,17.73,FY21-22,3,1,2022
1064,2022-03-05,3205.69,199,653.94,373.89,602.48,1630.31,1575.38,1086.29,33.89,FY21-22,3,1,2022
1065,2022-03-06,6218.79,72,1926.18,351.96,523.29,2801.43,3417.36,2576.93,41.44,FY21-22,3,1,2022
1066,2022-03-07,7034.36,82,1157.74,462.83,224.84,1845.41,5188.95,4635.33,65.9,FY21-22,3,1,2022
1067,2022-03-08,4891.98,170,2430.34,547.94,602.18,3580.46,1311.52,237.38,4.85,FY21-22,3,1,2022
1068,2022-03-09,6505.3,178,1929.66,526.72,575.3,3031.68,3473.62,2564.12,39.42,FY21-22,3,1,2022
1069,2022-03-10,5542.45,98,1095.93,449.39,561.56,2106.88,3435.57,2803.51,50.58,FY21-22,3,1,2022
1070,2022-03-11,4032.32,185,1142.26,352.79,529.35,2024.4,2007.92,1400.6,34.73,FY21-22,3,1,2022
1071,2022-03-12,5542.09,22,2360.93,434.93,368.18,3164.04,2378.05,1428.84,25.78,FY21-22,3,1,2022
1072,2022-03-13,7307.05,82,1457.87,466.14,662.44,2586.45,4720.6,3944.67,53.98,FY21-22,3,1,2022
1073,2022-03-14,4946.26,86,1243.34,285.27,634.72,2163.33,2782.93,2133.93,43.14,FY21-22,3,1,2022
1074,2022-03-15,7346.97,168,1513.86,246.73,338.69,2099.28,5247.69,4617.91,62.85,FY21-22,3,1,2022
1075,2022-03-16,1070.38,77,1241.04,223.26,697.14,2161.44,-1091.06,-1739.49,-162.51,FY21-22,3,1,2022
1076,2022-03-17,6232.85,107,1620.52,212.36,519.75,2352.63,3880.22,3174.43,50.93,FY21-22,3,1,2022
1077,2022-03-18,5130.57,134,1462.09,161.8,519.37,2143.26,2987.31,2344.33,45.69,FY21-22,3,1,2022
1078,2022-03-19,4551.49,111,1937.75,324.99,473.55,2736.29,1815.2,994.31,21.85,FY21-22,3,1,2022
1079,2022-03-20,5137.64,141,1305.71,200.02,488.3,1994.03,3143.61,2545.4,49.54,FY21-22,3,1,2022
1080,2022-03-21,2018.65,111,1057.59,221.65,705.63,1984.87,33.78,-561.68,-27.82,FY21-22,3,1,2022
1081,2022-03-22,4670.49,28,1325.51,370.13,654.96,2350.6,2319.89,1614.71,34.57,FY21-22,3,1,2022
1082,2022-03-23,5535.67,91,1322.46,318.16,651.78,2292.4,3243.27,2555.55,46.17,FY21-22,3,1,2022
1083,2022-03-24,7216.84,150,1461.23,342.96,527.68,2331.87,4884.97,4185.41,58.0,FY21-22,3,1,2022
1084,2022-03-25,4222.59,32,1817.27,436.51,633.38,2887.16,1335.43,469.28,11.11,FY21-22,3,1,2022
1085,2022-03-26,3787.26,92,1789.95,386.45,374.85,2551.25,1236.01,470.64,12.43,FY21-22,3,1,2022
1086,2022-03-27,4247.36,118,2099.83,451.89,587.52,3139.24,1108.12,166.35,3.92,FY21-22,3,1,2022
1087,2022-03-28,6373.1,84,1094.26,308.0,476.98,1879.24,4493.86,3930.09,61.67,FY21-22,3,1,2022
1088,2022-03-29,5493.13,138,1694.36,461.18,191.03,2346.57,3146.56,2442.59,44.47,FY21-22,3,1,2022
1089,2022-03-30,4205.36,97,1863.66,335.97,262.08,2461.71,1743.65,1005.14,23.9,FY21-22,3,1,2022
1090,2022-03-31,5769.9,63,1162.89,316.87,400.55,1880.31,3889.59,3325.5,57.64,FY21-22,3,1,2022
1091,2022-04-01,5145.62,98,1396.18,446.15,562.27,2404.6,2741.02,2019.64,39.25,FY22-23,4,2,2022
1092,2022-04-02,6452.97,152,625.01,212.78,400.69,1238.48,5214.49,4842.95,75.05,FY22-23,4,2,2022
1093,2022-04-03,3946.92,74,1953.43,502.36,411.33,2867.12,1079.8,219.66,5.57,FY22-23,4,2,2022
1094,2022-04-04,4508.51,85,1392.25,271.79,614.49,2278.53,2229.98,1546.42,34.3,FY22-23,4,2,2022
1095,2022-04-05,4411.84,152,1903.28,178.19,416.75,2498.22,1913.62,1164.15,26.39,FY22-23,4,2,2022
1096,2022-04-06,2804.73,158,1603.02,365.35,699.62,2667.99,136.74,-663.66,-23.66,FY22-23,4,2,2022
1097,2022-04-07,5444.18,156,1407.42,262.27,674.77,2344.46,3099.72,2396.38,44.02,FY22-23,4,2,2022
1098,2022-04-08,5391.58,69,703.6,502.58,503.28,1709.46,3682.12,3169.28,58.78,FY22-23,4,2,2022
1099,2022-04-09,5007.67,102,792.52,256.71,613.02,1662.25,3345.42,2846.74,56.85,FY22-23,4,2,2022
1100,2022-04-10,4648.12,170,203.43,331.44,592.59,1127.46,3520.66,3182.42,68.47,FY22-23,4,2,2022
1101,2022-04-11,2876.94,58,1218.69,157.44,463.15,1839.28,1037.66,485.88,16.89,FY22-23,4,2,2022
1102,2022-04-12,4369.03,44,2639.12,381.29,629.25,3649.66,719.37,-375.53,-8.6,FY22-23,4,2,2022
1103,2022-04-13,4485.93,181,856.03,222.26,651.34,1729.63,2756.3,2237.41,49.88,FY22-23,4,2,2022
1104,2022-04-14,3796.58,111,184.28,369.33,357.13,910.74,2885.84,2612.62,68.82,FY22-23,4,2,2022
1105,2022-04-15,4758.07,20,1981.33,257.17,523.03,2761.53,1996.54,1168.08,24.55,FY22-23,4,2,2022
1106,2022-04-16,5606.08,108,2681.86,95.31,521.38,3298.55,2307.53,1317.96,23.51,FY22-23,4,2,2022
1107,2022-04-17,7829.28,119,1648.96,313.12,627.44,2589.52,5239.76,4462.9,57.0,FY22-23,4,2,2022
1108,2022-04-18,5261.87,83,1644.37,308.64,433.42,2386.43,2875.44,2159.51,41.04,FY22-23,4,2,2022
1109,2022-04-19,5386.33,183,1345.06,388.11,410.34,2143.51,3242.82,2599.77,48.27,FY22-23,4,2,2022
1110,2022-04-20,4888.33,18,602.87,455.6,525.35,1583.82,3304.51,2829.36,57.88,FY22-23,4,2,2022
1111,2022-04-21,2121.84,12,774.64,491.24,677.2,1943.08,178.76,-404.16,-19.05,FY22-23,4,2,2022
1112,2022-04-22,4960.23,94,1341.62,386.42,320.09,2048.13,2912.1,2297.66,46.32,FY22-23,4,2,2022
1113,2022-04-23,5090.35,35,1245.77,327.86,346.28,1919.91,3170.44,2594.47,50.97,FY22-23,4,2,2022
1114,2022-04-24,8694.86,81,1442.41,157.27,421.92,2021.6,6673.26,6066.78,69.77,FY22-23,4,2,2022
1115,2022-04-25,4711.46,57,1914.66,320.2,448.61,2683.47,2027.99,1222.95,25.96,FY22-23,4,2,2022
1116,2022-04-26,5452.32,165,1209.08,321.49,235.16,1765.73,3686.59,3156.87,57.9,FY22-23,4,2,2022
1117,2022-04-27,4947.93,126,1924.86,280.14,724.73,2929.73,2018.2,1139.28,23.03,FY22-23,4,2,2022
1118,2022-04-28,3246.98,163,1212.36,363.3,480.45,2056.11,1190.87,574.04,17.68,FY22-23,4,2,2022
1119,2022-04-29,6714.23,162,2019.12,412.19,457.98,2889.29,3824.94,2958.15,44.06,FY22-23,4,2,2022
1120,2022-04-30,6127.9,21,1543.18,218.16,743.4,2504.74,3623.16,2871.74,46.86,FY22-23,4,2,2022
1121,2022-05-01,6186.55,142,1282.08,216.6,607.67,2106.35,4080.2,3448.3,55.74,FY22-23,5,2,2022
1122,2022-05-02,3635.92,57,1534.65,286.07,419.69,2240.41,1395.51,723.39,19.9,FY22-23,5,2,2022
1123,2022-05-03,7104.19,46,1353.23,238.48,524.69,2116.4,4987.79,4352.87,61.27,FY22-23,5,2,2022
1124,2022-05-04,2897.22,53,1556.57,135.87,493.74,2186.18,711.04,55.19,1.9,FY22-23,5,2,2022
1125,2022-05-05,5880.29,24,1879.05,200.34,717.25,2796.64,3083.65,2244.66,38.17,FY22-23,5,2,2022
1126,2022-05-06,8285.68,52,1456.39,176.77,474.89,2108.05,6177.63,5545.22,66.93,FY22-23,5,2,2022
1127,2022-05-07,3514.2,185,1315.22,420.85,283.69,2019.76,1494.44,888.51,25.28,FY22-23,5,2,2022
1128,2022-05-08,4150.55,96,938.24,470.28,218.42,1626.94,2523.61,2035.53,49.04,FY22-23,5,2,2022
1129,2022-05-09,5149.48,79,1789.59,190.46,721.27,2701.32,2448.16,1637.76,31.8,FY22-23,5,2,2022
1130,2022-05-10,4244.79,55,1674.14,354.61,381.71,2410.46,1834.33,1111.19,26.18,FY22-23,5,2,2022
1131,2022-05-11,2674.0,117,909.03,387.35,600.53,1896.91,777.09,208.02,7.78,FY22-23,5,2,2022
1132,2022-05-12,5102.84,132,1917.75,150.77,510.76,2579.28,2523.56,1749.78,34.29,FY22-23,5,2,2022
1133,2022-05-13,3406.54,180,900.91,316.1,437.5,1654.51,1752.03,1255.68,36.86,FY22-23,5,2,2022
1134,2022-05-14,5710.39,30,2014.61,553.35,461.02,3028.98,2681.41,1772.72,31.04,FY22-23,5,2,2022
1135,2022-05-15,3620.86,160,1843.93,367.71,737.51,2949.15,671.71,-213.03,-5.88,FY22-23,5,2,2022
1136,2022-05-16,7324.9,116,1709.83,275.47,282.79,2268.09,5056.81,4376.38,59.75,FY22-23,5,2,2022
1137,2022-05-17,3825.12,89,1311.5,243.98,442.03,1997.51,1827.61,1228.36,32.11,FY22-23,5,2,2022
1138,2022-05-18,4516.91,56,1787.89,97.75,635.98,2521.62,1995.29,1238.8,27.43,FY22-23,5,2,2022
1139,2022-05-19,6220.28,126,2038.19,347.05,307.53,2692.77,3527.51,2719.68,43.72,FY22-23,5,2,2022
1140,2022-05-20,3153.7,133,1796.18,494.78,697.59,2988.55,165.15,-731.42,-23.19,FY22-23,5,2,2022
1141,2022-05-21,5341.19,152,1164.87,218.65,633.84,2017.36,3323.83,2718.62,50.9,FY22-23,5,2,2022
1142,2022-05-22,6960.71,34,1633.7,106.44,540.77,2280.91,4679.8,3995.53,57.4,FY22-23,5,2,2022
1143,2022-05-23,2588.78,45,2066.02,233.58,424.53,2724.13,-135.35,-952.59,-36.8,FY22-23,5,2,2022
1144,2022-05-24,5276.95,60,2599.55,388.16,288.27,3275.98,2000.97,1018.18,19.29,FY22-23,5,2,2022
1145,2022-05-25,5389.82,24,1397.39,257.15,606.06,2260.6,3129.22,2451.04,45.48,FY22-23,5,2,2022
1146,2022-05-26,6172.73,77,1928.94,217.95,912.3,3059.19,3113.54,2195.78,35.57,FY22-23,5,2,2022
1147,2022-05-27,3144.57,30,2067.24,301.92,521.88,2891.04,253.53,-613.78,-19.52,FY22-23,5,2,2022
1148,2022-05-28,3019.32,150,1093.8,322.97,226.09,1642.86,1376.46,883.6,29.26,FY22-23,5,2,2022
1149,2022-05-29,5782.91,28,2391.04,161.16,568.63,3120.83,2662.08,1725.83,29.84,FY22-23,5,2,2022
1150,2022-05-30,5445.48,43,967.41,278.27,629.04,1874.72,3570.76,3008.34,55.24,FY22-23,5,2,2022
1151,2022-05-31,5375.74,87,1904.49,250.27,362.32,2517.08,2858.66,2103.54,39.13,FY22-23,5,2,2022
1152,2022-06-01,5519.67,134,1652.66,235.91,403.17,2291.74,3227.93,2540.41,46.02,FY22-23,6,2,2022
1153,2022-06-02,3979.96,126,1527.79,198.3,387.89,2113.98,1865.98,1231.79,30.95,FY22-23,6,2,2022
1154,2022-06-03,5348.38,61,2773.42,394.13,420.3,3587.85,1760.53,684.18,12.79,FY22-23,6,2,2022
1155,2022-06-04,5439.61,36,1349.37,235.56,474.18,2059.11,3380.5,2762.77,50.79,FY22-23,6,2,2022
1156,2022-06-05,3928.47,166,1341.33,100.51,370.86,1812.7,2115.77,1571.96,40.01,FY22-23,6,2,2022
1157,2022-06-06,7798.66,165,2165.74,326.43,314.62,2806.79,4991.87,4149.83,53.21,FY22-23,6,2,2022
1158,2022-06-07,5710.75,44,1880.9,372.52,526.16,2779.58,2931.17,2097.3,36.73,FY22-23,6,2,2022
1159,2022-06-08,3213.04,145,2141.05,220.4,472.6,2834.05,378.99,-471.22,-14.67,FY22-23,6,2,2022
1160,2022-06-09,5984.83,153,1558.43,244.03,434.56,2237.02,3747.81,3076.7,51.41,FY22-23,6,2,2022
1161,2022-06-10,3537.98,115,1658.47,235.09,512.48,2406.04,1131.94,410.13,11.59,FY22-23,6,2,2022
1162,2022-06-11,6180.63,173,2450.47,265.33,271.97,2987.77,3192.86,2296.53,37.16,FY22-23,6,2,2022
1163,2022-06-12,6737.89,167,1082.02,410.69,539.48,2032.19,4705.7,4096.04,60.79,FY22-23,6,2,2022
1164,2022-06-13,3768.98,155,1448.56,288.59,437.65,2174.8,1594.18,941.74,24.99,FY22-23,6,2,2022
1165,2022-06-14,6445.06,11,1899.13,383.96,535.92,2819.01,3626.05,2780.35,43.14,FY22-23,6,2,2022
1166,2022-06-15,5619.17,186,1402.07,203.12,559.95,2165.14,3454.03,2804.49,49.91,FY22-23,6,2,2022
1167,2022-06-16,6233.09,86,1214.93,261.63,669.67,2146.23,4086.86,3442.99,55.24,FY22-23,6,2,2022
1168,2022-06-17,7845.19,141,1809.24,395.4,515.44,2720.08,5125.11,4309.09,54.93,FY22-23,6,2,2022
1169,2022-06-18,4631.92,99,2167.9,219.44,660.01,3047.35,1584.57,670.36,14.47,FY22-23,6,2,2022
1170,2022-06-19,3869.4,98,1429.58,401.21,451.71,2282.5,1586.9,902.15,23.31,FY22-23,6,2,2022
1171,2022-06-20,3665.73,103,1415.71,237.16,458.87,2111.74,1553.99,920.47,25.11,FY22-23,6,2,2022
1172,2022-06-21,3776.28,16,1176.16,267.83,486.36,1930.35,1845.93,1266.83,33.55,FY22-23,6,2,2022
1173,2022-06-22,4884.35,104,1352.01,467.02,616.12,2435.15,2449.2,1718.65,35.19,FY22-23,6,2,2022
1174,2022-06-23,5511.73,117,2041.8,256.42,594.64,2892.86,2618.87,1751.01,31.77,FY22-23,6,2,2022
1175,2022-06-24,5415.04,83,1540.53,314.53,520.26,2375.32,3039.72,2327.12,42.98,FY22-23,6,2,2022
1176,2022-06-25,6240.77,48,1097.5,361.64,315.84,1774.98,4465.79,3933.3,63.03,FY22-23,6,2,2022
1177,2022-06-26,5019.5,150,1631.18,322.65,591.96,2545.79,2473.71,1709.97,34.07,FY22-23,6,2,2022
1178,2022-06-27,7180.3,168,2025.6,325.51,370.79,2721.9,4458.4,3641.83,50.72,FY22-23,6,2,2022
1179,2022-06-28,4603.01,80,1219.06,294.35,362.62,1876.03,2726.98,2164.17,47.02,FY22-23,6,2,2022
1180,2022-06-29,9080.25,65,835.7,169.78,329.23,1334.71,7745.54,7345.13,80.89,FY22-23,6,2,2022
1181,2022-06-30,5938.5,179,2595.41,334.83,487.52,3417.76,2520.74,1495.41,25.18,FY22-23,6,2,2022
1182,2022-07-01,3714.26,198,810.74,226.75,681.76,1719.25,1995.01,1479.24,39.83,FY22-23,7,3,2022
1183,2022-07-02,3393.66,51,1320.49,377.58,355.2,2053.27,1340.39,724.41,21.35,FY22-23,7,3,2022
1184,2022-07-03,5723.71,193,1616.06,437.21,751.79,2805.06,2918.65,2077.13,36.29,FY22-23,7,3,2022
1185,2022-07-04,4664.81,45,1363.79,119.44,636.47,2119.7,2545.11,1909.2,40.93,FY22-23,7,3,2022
1186,2022-07-05,6071.0,93,1462.54,437.38,280.31,2180.23,3890.77,3236.7,53.31,FY22-23,7,3,2022
1187,2022-07-06,5709.86,127,1788.42,258.89,442.58,2489.89,3219.97,2473.0,43.31,FY22-23,7,3,2022
1188,2022-07-07,4890.76,16,304.14,286.91,343.96,935.01,3955.75,3675.25,75.15,FY22-23,7,3,2022
1189,2022-07-08,3729.81,63,866.55,208.76,599.74,1675.05,2054.76,1552.25,41.62,FY22-23,7,3,2022
1190,2022-07-09,2727.73,138,1522.13,318.85,351.78,2192.76,534.97,-122.86,-4.5,FY22-23,7,3,2022
1191,2022-07-10,4330.23,181,1297.89,306.68,256.83,1861.4,2468.83,1910.41,44.12,FY22-23,7,3,2022
1192,2022-07-11,6284.6,129,1564.71,407.69,451.14,2423.54,3861.06,3134.0,49.87,FY22-23,7,3,2022
1193,2022-07-12,5321.14,182,1613.83,225.86,675.41,2515.1,2806.04,2051.51,38.55,FY22-23,7,3,2022
1194,2022-07-13,3131.39,115,442.04,466.08,471.12,1379.24,1752.15,1338.38,42.74,FY22-23,7,3,2022
1195,2022-07-14,5259.77,56,2136.82,366.47,559.77,3063.06,2196.71,1277.79,24.29,FY22-23,7,3,2022
1196,2022-07-15,5577.98,132,1250.87,309.1,565.58,2125.55,3452.43,2814.76,50.46,FY22-23,7,3,2022
1197,2022-07-16,3674.21,150,1067.24,281.92,273.16,1622.32,2051.89,1565.19,42.6,FY22-23,7,3,2022
1198,2022-07-17,5230.59,128,1604.18,269.34,365.09,2238.61,2991.98,2320.4,44.36,FY22-23,7,3,2022
1199,2022-07-18,5087.31,159,1553.58,275.87,500.97,2330.42,2756.89,2057.76,40.45,FY22-23,7,3,2022
1200,2022-07-19,3285.54,127,2098.35,316.84,416.4,2831.59,453.95,-395.53,-12.04,FY22-23,7,3,2022
1201,2022-07-20,5536.68,30,1635.94,279.1,755.67,2670.71,2865.97,2064.76,37.29,FY22-23,7,3,2022
1202,2022-07-21,5841.18,146,2079.06,235.95,315.75,2630.76,3210.42,2421.19,41.45,FY22-23,7,3,2022
1203,2022-07-22,6624.58,35,1030.91,317.45,363.61,1711.97,4912.61,4399.02,66.4,FY22-23,7,3,2022
1204,2022-07-23,6580.7,18,1570.93,216.37,543.58,2330.88,4249.82,3550.56,53.95,FY22-23,7,3,2022
1205,2022-07-24,2933.5,24,942.63,332.25,405.82,1680.7,1252.8,748.59,25.52,FY22-23,7,3,2022
1206,2022-07-25,3593.26,19,1548.84,277.69,66.23,1892.76,1700.5,1132.67,31.52,FY22-23,7,3,2022
1207,2022-07-26,5772.55,131,1442.86,369.67,790.2,2602.73,3169.82,2389.0,41.39,FY22-23,7,3,2022
1208,2022-07-27,5770.68,130,1421.35,398.91,338.85,2159.11,3611.57,2963.84,51.36,FY22-23,7,3,2022
1209,2022-07-28,5772.57,134,1425.74,398.87,584.13,2408.74,3363.83,2641.21,45.75,FY22-23,7,3,2022
1210,2022-07-29,10779.1,179,1868.19,331.81,311.99,2511.99,8267.11,7513.51,69.7,FY22-23,7,3,2022
1211,2022-07-30,5856.34,81,696.32,343.48,370.54,1410.34,4446.0,4022.9,68.69,FY22-23,7,3,2022
1212,2022-07-31,6703.35,161,1050.11,267.72,256.56,1574.39,5128.96,4656.64,69.47,FY22-23,7,3,2022
1213,2022-08-01,6431.0,58,1479.71,367.76,388.82,2236.29,4194.71,3523.82,54.79,FY22-23,8,3,2022
1214,2022-08-02,5977.09,163,910.67,379.05,403.36,1693.08,4284.01,3776.09,63.18,FY22-23,8,3,2022
1215,2022-08-03,4527.1,100,1523.06,143.27,480.12,2146.45,2380.65,1736.72,38.36,FY22-23,8,3,2022
1216,2022-08-04,6138.45,46,1474.57,337.83,444.11,2256.51,3881.94,3204.99,52.21,FY22-23,8,3,2022
1217,2022-08-05,3840.76,77,798.12,436.81,283.77,1518.7,2322.06,1866.45,48.6,FY22-23,8,3,2022
1218,2022-08-06,4644.77,59,773.42,264.37,421.42,1459.21,3185.56,2747.8,59.16,FY22-23,8,3,2022
1219,2022-08-07,4271.95,161,188.11,242.55,717.05,1147.71,3124.24,2779.93,65.07,FY22-23,8,3,2022
1220,2022-08-08,5122.81,28,889.66,258.01,699.26,1846.93,3275.88,2721.8,53.13,FY22-23,8,3,2022
1221,2022-08-09,8471.99,109,1507.16,149.51,568.35,2225.02,6246.97,5579.46,65.86,FY22-23,8,3,2022
1222,2022-08-10,2199.1,69,1578.09,312.6,599.46,2490.15,-291.05,-1038.1,-47.21,FY22-23,8,3,2022
1223,2022-08-11,6029.39,176,1600.95,303.0,809.12,2713.07,3316.32,2502.4,41.5,FY22-23,8,3,2022
1224,2022-08-12,2580.93,98,1111.04,319.7,585.69,2016.43,564.5,-40.43,-1.57,FY22-23,8,3,2022
